"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2012","2012",373133,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2013","2013",347667,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2014","2014",359531,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2015","2015",367464,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2016","2016",494796,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2017","2017",527967,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2018","2018",568243,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2019","2019",463033,,
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2020","2020",90803,"P","Provisional value"
"BGR","Bulgaria","DEU","Germany","SUPPLY","Tourism supply surveys","2021","2021",176330,"P","Provisional value"
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2012","2012",77934,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2013","2013",81357,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2014","2014",104246,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2015","2015",130031,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2016","2016",156154,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2017","2017",158627,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2018","2018",178185,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2019","2019",199989,,
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2020","2020",47433,"P","Provisional value"
"BGR","Bulgaria","ISR","Israel","SUPPLY","Tourism supply surveys","2021","2021",47889,"P","Provisional value"
"JPN","Japan","VNM","Vietnam","DEMAND","Tourism demand surveys","2021","2021",26586,"P","Provisional value"
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2012","2012",129411,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2013","2013",134675,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2014","2014",138534,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2015","2015",158727,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2016","2016",221133,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2017","2017",248062,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2018","2018",314461,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2019","2019",308004,,
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2020","2020",81528,"P","Provisional value"
"BGR","Bulgaria","POL","Poland","SUPPLY","Tourism supply surveys","2021","2021",166419,"P","Provisional value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2013","2013",335099,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2014","2014",347584,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2015","2015",388973,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2016","2016",419109,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2017","2017",415617,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2018","2018",337461,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2019","2019",330558,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2020","2020",105794,"E","Estimated value"
"NOR","Norway","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2021","2021",74341,"E","Estimated value"
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2008","2008",1079089,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2009","2009",957823,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2010","2010",1118977,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2011","2011",1167653,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2012","2012",1194100,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2013","2013",1311983,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2014","2014",1396064,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2015","2015",1428801,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2016","2016",1468143,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2017","2017",1662358,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2018","2018",1798002,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2019","2019",1821836,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2020","2020",486393,,
"MLT","Malta","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2021","2021",736742,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2008","2008",1465891,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2009","2009",1275590,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2010","2010",1346343,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2011","2011",1516699,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2012","2012",1656436,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2013","2013",1717355,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2014","2014",1914570,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2015","2015",2239978,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2016","2016",2480824,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2017","2017",2760080,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2018","2018",2796622,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2019","2019",2683748,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2020","2020",453265,,
"ROU","Romania","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2021","2021",840574,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",7581138,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",6544061,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",7202297,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",7352392,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",7485287,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",8172407,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",8403193,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",8542055,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",8622438,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",9184162,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",9685156,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",9436332,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",2397683,,
"MLT","Malta","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",3940602,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2008","2008",3593629,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2009","2009",3333991,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2010","2010",3574161,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2011","2011",3898028,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2012","2012",4168341,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2013","2013",4874870,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2014","2014",5044539,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2015","2015",5009081,"B","Break"
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2016","2016",5129025,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2017","2017",5826548,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2018","2018",5803535,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2019","2019",5530112,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2020","2020",1175330,,
"ESP","Spain","NLD","Netherlands","DEMAND","Tourism demand surveys","2021","2021",2048853,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2008","2008",11933,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2009","2009",8409,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2010","2010",9100,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2011","2011",13274,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2012","2012",19366,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2013","2013",28331,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2014","2014",46789,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2015","2015",59453,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2016","2016",84017,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2017","2017",83193,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2018","2018",93701,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2019","2019",134887,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2020","2020",59352,,
"LTU","Lithuania","UKR","Ukraine","SUPPLY","Tourism supply surveys","2021","2021",44678,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2008","2008",1079089,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2009","2009",957823,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2010","2010",1118977,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2011","2011",1167653,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2012","2012",1194100,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2013","2013",1311983,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2014","2014",1396064,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2015","2015",1428801,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2016","2016",1468143,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2017","2017",1662358,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2018","2018",1798002,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2019","2019",1821836,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2020","2020",486393,,
"MLT","Malta","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2021","2021",736742,,
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2014","2014",6178973,,
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2015","2015",6498710,,
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2016","2016",6908998,,
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2017","2017",9805708,"B","Break"
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2018","2018",8732941,,
"CHL","Chile","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2019","2019",8025447,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2017","2017",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2019","2019",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2020","2020",0,,
"MLT","Malta","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",0,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2008","2008",108800,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2009","2009",119400,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2010","2010",138600,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2011","2011",149200,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2012","2012",164300,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2013","2013",176900,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2014","2014",200100,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2015","2015",235800,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2016","2016",262300,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2017","2017",302600,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2018","2018",357700,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2019","2019",399300,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2020","2020",84000,,
"AUS","Australia","IND","India","DEMAND","Tourism demand surveys","2021","2021",13000,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2008","2008",646494,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2009","2009",645022,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2010","2010",682681,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2011","2011",764167,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2012","2012",809967,,
"SRB","Serbia","INB_ARRIVALS_TOTAL","Total international arrivals","SUPPLY","Tourism supply surveys","2013","2013",921768,,
